id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel
485,33,F,2851,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0
486,37,F,3452,Marié(e),Consulting,Consultant,6,80,17,5,4
487,46,F,5258,Marié(e),Consulting,Tech Lead,2,80,7,1,0
488,41,M,9355,Célibataire,Commercial,Cadre Commercial,1,80,8,8,7
491,50,M,10496,Célibataire,Consulting,Manager,6,80,20,4,3
492,40,M,6380,Marié(e),Commercial,Cadre Commercial,2,80,8,6,4
493,31,M,2657,Célibataire,Consulting,Assistant de Direction,0,80,3,2,2
494,21,F,2716,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0
495,29,M,2201,Célibataire,Consulting,Assistant de Direction,9,80,6,3,2
496,35,M,6540,Célibataire,Consulting,Manager,9,80,10,1,1
497,27,M,3816,Divorcé(e),Consulting,Consultant,1,80,5,5,2
498,28,M,5253,Célibataire,Commercial,Cadre Commercial,1,80,7,7,5
499,49,M,10965,Célibataire,Consulting,Manager,8,80,26,5,2
500,51,F,4936,Marié(e),Commercial,Cadre Commercial,4,80,18,7,7
501,36,F,2543,Marié(e),Consulting,Assistant de Direction,4,80,6,2,2
502,34,M,5304,Célibataire,Commercial,Cadre Commercial,8,80,9,5,2
505,55,F,16659,Célibataire,Consulting,Senior Manager,2,80,30,5,4
507,24,F,4260,Divorcé(e),Commercial,Cadre Commercial,1,80,5,5,2
508,30,M,2476,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0
510,26,M,3102,Célibataire,Consulting,Assistant de Direction,0,80,7,6,4
511,22,F,2244,Marié(e),Consulting,Assistant de Direction,1,80,2,2,1
513,36,M,7596,Marié(e),Commercial,Cadre Commercial,1,80,10,10,9
514,30,M,2285,Célibataire,Consulting,Assistant de Direction,9,80,3,1,0
515,37,F,3034,Divorcé(e),Consulting,Consultant,1,80,18,18,7
516,40,F,5715,Divorcé(e),Commercial,Cadre Commercial,7,80,8,5,4
517,42,F,2576,Divorcé(e),Consulting,Consultant,3,80,8,5,2
518,37,M,4197,Célibataire,Consulting,Tech Lead,2,80,18,1,0
520,43,M,14336,Divorcé(e),Consulting,Directeur Technique,1,80,25,25,10
521,40,F,3448,Marié(e),Consulting,Consultant,6,80,20,1,0
522,54,M,19406,Marié(e),Consulting,Directeur Technique,4,80,24,4,2
523,34,F,6538,Marié(e),Commercial,Cadre Commercial,9,80,6,3,2
524,31,F,4306,Marié(e),Consulting,Tech Lead,1,80,13,13,10
525,43,M,2258,Marié(e),Consulting,Consultant,7,80,8,3,2
526,43,F,4522,Divorcé(e),Consulting,Manager,4,80,8,5,2
527,25,F,4487,Célibataire,Commercial,Cadre Commercial,1,80,5,5,4
529,37,F,4449,Marié(e),Consulting,Assistant de Direction,3,80,15,13,11
530,31,M,2218,Marié(e),Consulting,Consultant,1,80,4,4,2
531,39,M,19197,Divorcé(e),Consulting,Senior Manager,1,80,21,21,8
532,56,F,13212,Marié(e),Commercial,Cadre Commercial,9,80,36,7,7
533,30,F,6577,Célibataire,Commercial,Cadre Commercial,0,80,6,5,4
534,41,M,8392,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7
536,28,M,4558,Divorcé(e),Consulting,Consultant,1,80,10,10,0
538,25,M,4031,Marié(e),Consulting,Consultant,5,80,6,2,2
543,52,M,7969,Marié(e),Consulting,Tech Lead,2,80,28,5,4
544,45,M,2654,Marié(e),Consulting,Assistant de Direction,3,80,8,2,2
546,52,F,16555,Marié(e),Consulting,Senior Manager,2,80,31,5,2
547,42,F,4556,Divorcé(e),Consulting,Assistant de Direction,2,80,19,5,4
548,30,F,6091,Célibataire,Consulting,Tech Lead,2,80,11,5,4
549,60,F,19566,Marié(e),Consulting,Senior Manager,5,80,33,29,8
550,46,F,4810,Divorcé(e),Consulting,Tech Lead,2,80,19,10,7
551,42,F,4523,Marié(e),Consulting,Manager,0,80,7,6,5
554,24,F,3202,Célibataire,Commercial,Représentant Commercial,1,80,6,5,3
555,34,F,2351,Divorcé(e),Commercial,Représentant Commercial,0,80,3,2,2
556,38,M,1702,Marié(e),Consulting,Consultant,1,80,1,1,0
558,40,F,18041,Marié(e),Commercial,Senior Manager,0,80,21,20,15
560,26,F,2886,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,2
562,30,M,2097,Marié(e),Consulting,Consultant,4,80,9,5,3
564,29,M,11935,Marié(e),Consulting,Directeur Technique,1,80,10,10,2
565,29,F,2546,Marié(e),Consulting,Assistant de Direction,5,80,6,2,2
566,19,M,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,80,1,1,0
567,30,F,8412,Marié(e),Commercial,Cadre Commercial,0,80,10,9,8
568,57,M,14118,Divorcé(e),Commercial,Senior Manager,3,80,32,1,0
569,50,M,17046,Marié(e),Consulting,Senior Manager,0,80,28,27,10
571,30,F,2564,Célibataire,Consulting,Consultant,0,80,12,11,7
573,60,F,10266,Marié(e),Commercial,Cadre Commercial,4,80,22,18,13
574,47,F,5070,Divorcé(e),Consulting,Tech Lead,5,80,20,5,0
575,46,M,17861,Marié(e),Consulting,Directeur Technique,6,80,26,3,2
577,35,M,4230,Célibataire,Consulting,Consultant,0,80,6,5,4
578,54,F,3780,Célibataire,Consulting,Consultant,7,80,19,1,0
579,34,M,2768,Divorcé(e),Consulting,Assistant de Direction,3,80,14,7,3
580,46,F,9071,Marié(e),Commercial,Cadre Commercial,2,80,15,3,2
581,31,M,10648,Divorcé(e),Consulting,Tech Lead,1,80,13,13,8
582,33,M,13610,Marié(e),Consulting,Senior Manager,7,80,15,7,6
584,33,M,3408,Divorcé(e),Consulting,Consultant,7,80,8,4,3
585,30,M,2983,Célibataire,Commercial,Représentant Commercial,0,80,4,3,2
586,35,M,7632,Marié(e),Consulting,Manager,4,80,10,8,7
587,31,M,9824,Marié(e),Consulting,Manager,3,80,12,1,0
590,34,F,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,9,80,11,3,2
591,42,M,2093,Marié(e),Consulting,Consultant,4,80,8,2,2
592,36,M,9980,Célibataire,Commercial,Cadre Commercial,1,80,10,10,3
593,22,M,3894,Célibataire,Consulting,Consultant,5,80,4,2,2
595,48,F,4051,Marié(e),Commercial,Cadre Commercial,2,80,14,9,7
597,55,F,16835,Célibataire,Commercial,Senior Manager,3,80,37,10,9
599,41,M,6230,Célibataire,Commercial,Cadre Commercial,7,80,16,14,3
600,35,M,4717,Marié(e),Commercial,Cadre Commercial,9,80,15,11,9
601,40,F,13237,Célibataire,Consulting,Tech Lead,7,80,22,20,6
602,39,F,3755,Marié(e),Consulting,Consultant,1,80,8,8,3
604,31,M,6582,Célibataire,Commercial,Cadre Commercial,4,80,10,6,5
605,42,M,7406,Marié(e),Consulting,Tech Lead,1,80,10,10,9
606,45,M,4805,Marié(e),Commercial,Cadre Commercial,0,80,9,8,7
608,26,F,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,0,80,8,7,7
611,29,M,4262,Divorcé(e),Consulting,Tech Lead,4,80,8,3,2
612,33,F,16184,Divorcé(e),Consulting,Directeur Technique,4,80,10,6,1
613,31,M,11557,Divorcé(e),Commercial,Senior Manager,9,80,10,5,4
614,18,M,1878,Célibataire,Commercial,Représentant Commercial,1,80,0,0,0
615,40,M,10932,Divorcé(e),Commercial,Cadre Commercial,3,80,20,1,0
616,41,F,6811,Célibataire,Consulting,Manager,2,80,10,8,7
618,26,M,4306,Divorcé(e),Commercial,Cadre Commercial,5,80,8,0,0
620,35,F,4859,Célibataire,Commercial,Cadre Commercial,1,80,5,5,4
621,34,M,5337,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7
622,26,M,2340,Célibataire,Consulting,Consultant,1,80,1,1,0
623,37,F,7491,Célibataire,Consulting,Tech Lead,4,80,12,6,5
624,46,F,10527,Marié(e),Consulting,Manager,5,80,28,2,2
625,41,F,16595,Marié(e),Commercial,Senior Manager,7,80,22,18,16
626,37,M,8834,Divorcé(e),Commercial,Cadre Commercial,1,80,9,9,5
630,52,M,5577,Divorcé(e),Consulting,Assistant de Direction,3,80,18,10,9
631,32,M,4707,Marié(e),Commercial,Cadre Commercial,8,80,6,4,2
632,24,M,2400,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2
634,38,F,9824,Marié(e),Consulting,Manager,3,80,18,1,0
635,37,F,6447,Marié(e),Consulting,Tech Lead,6,80,8,6,5
638,49,M,19502,Divorcé(e),Consulting,Directeur Technique,1,80,31,31,9
639,24,M,2725,Marié(e),Consulting,Assistant de Direction,1,80,6,6,5
641,26,M,6272,Marié(e),Commercial,Cadre Commercial,1,80,6,5,3
643,24,M,2127,Marié(e),Consulting,Consultant,1,80,1,1,0
644,50,M,18200,Marié(e),Ressources Humaines,Senior Manager,1,80,32,32,5
645,25,M,2096,Marié(e),Commercial,Représentant Commercial,1,80,7,7,4
647,24,F,2886,Marié(e),Consulting,Consultant,1,80,6,6,3
648,30,M,2033,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0
649,34,M,3622,Marié(e),Consulting,Assistant de Direction,1,80,6,6,5
650,31,M,4233,Divorcé(e),Commercial,Cadre Commercial,2,80,9,3,1
652,35,M,3681,Célibataire,Consulting,Consultant,4,80,9,3,2
653,31,M,5460,Divorcé(e),Commercial,Cadre Commercial,4,80,13,7,7
655,27,F,2187,Divorcé(e),Consulting,Assistant de Direction,0,80,6,5,3
656,37,M,9602,Marié(e),Commercial,Cadre Commercial,4,80,17,3,0
657,20,F,2836,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0
659,42,F,4089,Marié(e),Consulting,Manager,1,80,10,10,2
661,43,M,16627,Divorcé(e),Consulting,Directeur Technique,4,80,21,1,0
662,38,F,2619,Célibataire,Consulting,Assistant de Direction,3,80,8,0,0
663,43,M,5679,Divorcé(e),Consulting,Consultant,3,80,10,8,7
664,48,F,15402,Marié(e),Consulting,Senior Manager,7,80,21,3,2
665,44,F,5985,Célibataire,Ressources Humaines,Ressources Humaines,4,80,10,2,2
666,34,F,2579,Divorcé(e),Commercial,Représentant Commercial,1,80,8,8,2
667,27,M,3041,Divorcé(e),Commercial,Représentant Commercial,0,80,5,4,3
669,21,M,3447,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2
671,44,M,19513,Marié(e),Consulting,Senior Manager,4,80,26,2,2
675,22,M,2773,Marié(e),Consulting,Assistant de Direction,0,80,3,2,2
677,33,M,7104,Divorcé(e),Commercial,Cadre Commercial,0,80,6,5,0
679,32,F,6322,Marié(e),Consulting,Assistant de Direction,1,80,6,6,4
680,30,F,2083,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,0
682,53,F,8381,Célibataire,Commercial,Cadre Commercial,7,80,18,14,7
683,34,M,2691,Marié(e),Consulting,Assistant de Direction,1,80,10,10,9
684,45,F,4286,Marié(e),Commercial,Cadre Commercial,2,80,5,1,1
686,26,F,2659,Marié(e),Consulting,Consultant,1,80,3,3,2
689,37,M,9434,Marié(e),Consulting,Tech Lead,1,80,10,10,7
690,29,F,5561,Marié(e),Commercial,Cadre Commercial,1,80,6,6,0
691,35,M,6646,Célibataire,Consulting,Assistant de Direction,1,80,17,17,11
692,33,M,7725,Divorcé(e),Consulting,Manager,3,80,15,13,11
698,54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,80,16,9,7
699,36,M,8847,Divorcé(e),Consulting,Tech Lead,2,80,13,3,2
700,27,M,2045,Célibataire,Consulting,Assistant de Direction,0,80,5,4,2
701,20,M,1009,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0
702,33,M,3348,Célibataire,Consulting,Assistant de Direction,1,80,10,10,8
704,35,M,1281,Marié(e),Consulting,Consultant,1,80,1,1,0
705,23,M,2819,Marié(e),Consulting,Assistant de Direction,2,80,5,3,2
707,25,M,4851,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2
709,38,F,4028,Célibataire,Commercial,Cadre Commercial,0,80,8,7,7
710,29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,80,10,10,7
712,48,M,8120,Marié(e),Commercial,Cadre Commercial,3,80,12,2,2
714,27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,5
715,37,M,4680,Célibataire,Consulting,Assistant de Direction,3,80,4,1,0
716,50,M,3221,Marié(e),Consulting,Consultant,1,80,20,20,8
717,34,F,8621,Célibataire,Consulting,Manager,1,80,9,8,7
720,24,F,4577,Célibataire,Commercial,Cadre Commercial,9,80,4,2,2
721,39,F,4553,Célibataire,Consulting,Manager,1,80,20,20,7
722,32,M,5396,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7
723,50,M,6796,Marié(e),Commercial,Cadre Commercial,3,80,18,4,3
724,38,F,7625,Célibataire,Consulting,Manager,0,80,10,9,7
725,27,F,7412,Marié(e),Consulting,Tech Lead,1,80,9,9,7
727,32,F,11159,Célibataire,Consulting,Directeur Technique,3,80,10,7,7
728,47,M,4960,Célibataire,Commercial,Cadre Commercial,2,80,20,7,7
729,40,M,10475,Marié(e),Commercial,Cadre Commercial,5,80,20,18,13
730,53,M,14814,Marié(e),Consulting,Directeur Technique,3,80,32,5,1
731,41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,80,23,21,6
732,60,M,5405,Célibataire,Commercial,Cadre Commercial,8,80,10,2,2
733,27,M,8793,Divorcé(e),Consulting,Tech Lead,1,80,9,9,7
734,41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,80,22,22,7
738,50,M,3875,Marié(e),Commercial,Représentant Commercial,7,80,4,2,2
741,28,F,2216,Célibataire,Consulting,Assistant de Direction,7,80,10,7,7
742,36,F,11713,Marié(e),Consulting,Directeur Technique,9,80,10,8,7
743,38,F,7861,Célibataire,Consulting,Tech Lead,4,80,10,1,0
744,44,M,3708,Célibataire,Consulting,Consultant,2,80,9,5,2
746,47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,80,28,22,2
747,30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,80,10,8,7
749,29,M,2642,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0
752,42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,80,7,2,2
754,43,M,6804,Marié(e),Commercial,Cadre Commercial,3,80,7,2,2
757,34,F,6142,Célibataire,Consulting,Manager,3,80,10,5,1
758,23,M,2500,Marié(e),Consulting,Consultant,1,80,5,4,3
760,39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,80,12,8,3
762,56,M,11103,Marié(e),Consulting,Manager,7,80,30,10,7
763,40,F,2342,Célibataire,Consulting,Assistant de Direction,0,80,5,4,2
764,27,F,6811,Célibataire,Consulting,Manager,8,80,9,7,6
766,29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,80,2,2,2
769,53,M,2450,Célibataire,Consulting,Consultant,2,80,19,2,2
771,35,F,5093,Divorcé(e),Consulting,Manager,2,80,16,1,0
772,32,M,5309,Marié(e),Consulting,Consultant,1,80,10,10,8
773,38,M,3057,Marié(e),Consulting,Assistant de Direction,6,80,6,1,0
775,34,F,5121,Divorcé(e),Consulting,Tech Lead,3,80,7,0,0
776,52,M,16856,Marié(e),Commercial,Senior Manager,1,80,34,34,6
780,33,M,2686,Célibataire,Consulting,Assistant de Direction,1,80,10,10,9
781,25,F,6180,Célibataire,Commercial,Cadre Commercial,1,80,6,6,5
783,45,M,6632,Célibataire,Commercial,Représentant Commercial,0,80,9,8,7
784,23,M,3505,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2
785,47,F,6397,Célibataire,Commercial,Cadre Commercial,4,80,8,5,4
786,34,M,6274,Célibataire,Commercial,Cadre Commercial,1,80,6,6,5
787,55,M,19859,Marié(e),Consulting,Senior Manager,5,80,24,5,2
789,36,M,7587,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7
791,52,M,4258,Marié(e),Consulting,Assistant de Direction,0,80,5,4,3
792,26,F,4364,Divorcé(e),Consulting,Consultant,3,80,5,2,2
793,29,F,4335,Marié(e),Consulting,Manager,4,80,11,8,7
796,26,M,5326,Célibataire,Commercial,Cadre Commercial,6,80,6,4,3
797,34,F,3280,Célibataire,Consulting,Assistant de Direction,2,80,10,4,2
799,54,F,5485,Divorcé(e),Consulting,Tech Lead,9,80,9,5,3
800,27,M,4342,Marié(e),Commercial,Cadre Commercial,0,80,5,4,2
802,37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,80,6,5,3
803,38,F,5980,Célibataire,Consulting,Tech Lead,6,80,17,15,7
804,34,F,4381,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5
805,35,F,2572,Marié(e),Commercial,Représentant Commercial,1,80,3,3,2
806,30,M,3833,Marié(e),Consulting,Consultant,3,80,7,2,2
807,40,F,4244,Marié(e),Consulting,Manager,1,80,8,8,7
808,34,F,6500,Marié(e),Commercial,Cadre Commercial,5,80,6,3,2
809,42,M,18430,Divorcé(e),Consulting,Senior Manager,1,80,24,24,7
811,23,M,1601,Marié(e),Consulting,Consultant,1,80,1,0,0
812,24,M,2694,Divorcé(e),Consulting,Consultant,1,80,1,1,0
813,52,F,3149,Marié(e),Consulting,Consultant,8,80,9,5,2
815,50,M,17639,Marié(e),Consulting,Directeur Technique,5,80,30,4,3
816,29,F,2319,Marié(e),Consulting,Consultant,1,80,1,1,0
817,33,M,11691,Marié(e),Consulting,Directeur Technique,0,80,14,13,9
819,33,F,5324,Célibataire,Commercial,Cadre Commercial,5,80,6,3,2
820,47,F,16752,Marié(e),Consulting,Senior Manager,1,80,26,26,14
823,36,F,5228,Marié(e),Consulting,Tech Lead,0,80,10,9,7
824,29,M,2700,Marié(e),Consulting,Assistant de Direction,1,80,10,10,7
825,58,M,19246,Célibataire,Consulting,Directeur Technique,7,80,40,31,15
826,35,F,2506,Célibataire,Consulting,Assistant de Direction,3,80,7,2,2
827,42,F,6062,Marié(e),Consulting,Tech Lead,9,80,8,4,3
828,28,M,4382,Célibataire,Consulting,Assistant de Direction,6,80,5,2,2
829,36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,80,8,5,2
830,32,F,6162,Marié(e),Consulting,Tech Lead,1,80,14,14,13
832,40,M,5094,Célibataire,Consulting,Consultant,6,80,10,1,0
833,30,F,6877,Célibataire,Consulting,Tech Lead,5,80,12,0,0
834,45,F,2274,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0
836,42,M,4434,Marié(e),Consulting,Tech Lead,1,80,10,9,8
837,38,M,6288,Divorcé(e),Consulting,Manager,2,80,13,4,3
838,34,F,2553,Célibataire,Consulting,Assistant de Direction,1,80,6,5,2
840,49,F,7654,Marié(e),Commercial,Cadre Commercial,1,80,9,9,8
842,55,M,5160,Célibataire,Commercial,Cadre Commercial,4,80,12,9,7
843,43,M,17159,Marié(e),Consulting,Directeur Technique,6,80,22,4,1
844,27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,80,9,9,8
845,35,M,10221,Célibataire,Consulting,Tech Lead,3,80,17,8,5
846,28,F,4779,Marié(e),Commercial,Cadre Commercial,1,80,8,8,7
847,34,M,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,80,4,3,2
848,26,F,2366,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7
850,27,M,1706,Marié(e),Consulting,Assistant de Direction,1,80,0,0,0
851,51,F,16307,Marié(e),Commercial,Senior Manager,2,80,29,20,6
852,44,M,5933,Célibataire,Consulting,Manager,9,80,10,5,2
854,25,M,3424,Célibataire,Consulting,Assistant de Direction,7,80,6,4,3
855,33,M,4037,Divorcé(e),Commercial,Cadre Commercial,1,80,9,9,8
856,35,F,2559,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5
857,36,M,6201,Marié(e),Commercial,Cadre Commercial,1,80,18,18,14
859,32,M,4403,Divorcé(e),Commercial,Cadre Commercial,2,80,8,5,2
861,30,M,3761,Divorcé(e),Consulting,Assistant de Direction,9,80,10,5,4
862,53,F,10934,Marié(e),Commercial,Cadre Commercial,7,80,35,5,2
864,45,M,10761,Divorcé(e),Commercial,Cadre Commercial,4,80,18,5,4
865,32,F,5175,Marié(e),Consulting,Assistant de Direction,5,80,9,5,3
867,52,F,13826,Marié(e),Consulting,Tech Lead,3,80,31,9,8
868,37,M,6334,Divorcé(e),Commercial,Cadre Commercial,4,80,9,1,0
869,28,M,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,80,6,5,1
872,22,M,4775,Marié(e),Consulting,Tech Lead,6,80,4,2,2
874,44,M,2818,Marié(e),Consulting,Consultant,2,80,10,3,2
875,42,M,2515,Célibataire,Consulting,Assistant de Direction,5,80,8,2,1
878,36,M,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,80,6,5,4
879,25,M,4194,Marié(e),Commercial,Cadre Commercial,1,80,5,5,3
880,35,F,10685,Marié(e),Consulting,Tech Lead,1,80,17,17,14
881,35,F,2022,Divorcé(e),Consulting,Assistant de Direction,1,80,10,10,2
882,32,M,2314,Divorcé(e),Consulting,Consultant,0,80,4,3,0
885,25,M,4256,Marié(e),Commercial,Cadre Commercial,1,80,5,5,2
887,49,F,3580,Marié(e),Consulting,Assistant de Direction,2,80,7,4,2
888,24,M,3162,Marié(e),Consulting,Consultant,0,80,6,5,2
889,32,M,6524,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8
893,38,M,2899,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2
894,42,F,5231,Marié(e),Consulting,Consultant,2,80,17,5,3
895,31,M,2356,Marié(e),Consulting,Assistant de Direction,3,80,8,6,4
896,29,F,2800,Divorcé(e),Commercial,Représentant Commercial,6,80,5,3,2
897,53,M,11836,Marié(e),Commercial,Cadre Commercial,5,80,28,2,0
899,35,M,10903,Marié(e),Consulting,Tech Lead,3,80,16,13,10
900,37,F,2973,Marié(e),Commercial,Représentant Commercial,5,80,10,5,4
901,53,F,14275,Célibataire,Consulting,Directeur Technique,6,80,33,12,9
902,43,F,5562,Marié(e),Consulting,Manager,4,80,12,5,2
903,47,F,4537,Marié(e),Commercial,Cadre Commercial,0,80,8,7,6
904,37,M,7642,Célibataire,Commercial,Cadre Commercial,1,80,10,10,0
905,50,M,17924,Divorcé(e),Consulting,Senior Manager,1,80,31,31,6
909,39,F,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,80,13,5,4
910,33,M,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,80,7,4,3
911,32,M,2795,Célibataire,Consulting,Consultant,1,80,1,1,0
912,29,F,2532,Divorcé(e),Consulting,Consultant,6,80,8,4,3
913,44,M,2559,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7
916,28,M,4908,Célibataire,Commercial,Cadre Commercial,1,80,4,4,2
918,58,M,2380,Divorcé(e),Consulting,Consultant,9,80,3,1,0
920,43,F,4765,Divorcé(e),Consulting,Tech Lead,4,80,4,1,0
922,20,F,2044,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2
923,21,F,2693,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0
924,36,M,6586,Marié(e),Consulting,Manager,0,80,17,16,8
925,47,F,3294,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2
926,22,F,4171,Marié(e),Consulting,Tech Lead,0,80,4,3,2
927,41,F,2778,Divorcé(e),Consulting,Consultant,4,80,10,7,7
930,28,F,2377,Divorcé(e),Consulting,Assistant de Direction,5,80,6,2,2
932,39,M,2404,Marié(e),Consulting,Consultant,7,80,8,2,2
933,27,F,2318,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1
934,34,M,2008,Divorcé(e),Consulting,Consultant,1,80,1,1,0
936,42,F,6244,Célibataire,Commercial,Cadre Commercial,7,80,10,5,4
939,33,M,2799,Célibataire,Consulting,Assistant de Direction,3,80,6,3,2
940,58,F,10552,Divorcé(e),Consulting,Manager,2,80,24,6,0
941,31,M,2329,Marié(e),Commercial,Représentant Commercial,3,80,13,7,7
942,35,F,4014,Marié(e),Consulting,Manager,1,80,10,10,6
944,49,F,7403,Marié(e),Consulting,Consultant,4,80,29,26,9
945,48,M,2259,Marié(e),Consulting,Assistant de Direction,4,80,13,0,0
947,31,F,6932,Marié(e),Commercial,Cadre Commercial,1,80,9,9,8
949,36,M,4678,Célibataire,Consulting,Assistant de Direction,2,80,8,6,2
950,38,F,13582,Marié(e),Consulting,Directeur Technique,1,80,15,15,12
951,32,F,2332,Marié(e),Consulting,Consultant,6,80,5,3,0
952,25,M,2413,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0
954,40,M,9705,Divorcé(e),Commercial,Cadre Commercial,2,80,11,1,0
956,26,M,4294,Célibataire,Commercial,Cadre Commercial,1,80,7,7,7
957,41,M,4721,Célibataire,Consulting,Consultant,2,80,20,18,13
958,36,M,2519,Célibataire,Consulting,Consultant,4,80,16,11,8
959,19,M,2121,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0
960,20,M,2973,Célibataire,Consulting,Consultant,1,80,1,1,0
961,31,F,5855,Marié(e),Consulting,Manager,0,80,10,9,7
964,40,M,3617,Divorcé(e),Consulting,Assistant de Direction,8,80,3,1,1
966,32,F,6725,Marié(e),Consulting,Tech Lead,1,80,8,8,7
967,36,M,10325,Marié(e),Commercial,Cadre Commercial,1,80,16,16,7
969,33,F,6949,Célibataire,Consulting,Manager,0,80,6,5,0
970,37,M,10609,Marié(e),Commercial,Cadre Commercial,5,80,17,14,1
972,45,M,4447,Marié(e),Consulting,Consultant,1,80,9,9,7
974,29,F,2157,Marié(e),Commercial,Représentant Commercial,1,80,3,3,1
975,35,F,4601,Marié(e),Commercial,Cadre Commercial,1,80,5,5,2
976,52,M,17099,Marié(e),Consulting,Senior Manager,2,80,26,9,8
977,58,M,2479,Célibataire,Consulting,Assistant de Direction,4,80,7,1,0
981,53,M,14852,Divorcé(e),Commercial,Senior Manager,6,80,22,17,13
982,30,M,7264,Divorcé(e),Commercial,Cadre Commercial,5,80,10,8,4
983,38,F,5666,Célibataire,Commercial,Cadre Commercial,1,80,6,5,3
984,35,M,7823,Divorcé(e),Commercial,Cadre Commercial,6,80,12,10,9
985,39,M,7880,Célibataire,Commercial,Cadre Commercial,0,80,9,8,7
986,40,F,13194,Célibataire,Commercial,Cadre Commercial,4,80,22,1,0
987,47,M,5067,Divorcé(e),Consulting,Tech Lead,1,80,20,19,10
990,36,M,5079,Divorcé(e),Commercial,Cadre Commercial,4,80,12,7,7
991,31,M,2321,Célibataire,Consulting,Assistant de Direction,0,80,4,3,2
992,33,M,17444,Célibataire,Commercial,Senior Manager,1,80,10,10,8
994,29,F,2404,Célibataire,Consulting,Assistant de Direction,6,80,3,0,0
995,33,F,3452,Célibataire,Consulting,Assistant de Direction,3,80,5,3,2
996,45,F,2270,Divorcé(e),Consulting,Consultant,3,80,8,5,3
997,50,M,17399,Divorcé(e),Consulting,Directeur Technique,9,80,32,5,4
998,33,F,5488,Marié(e),Consulting,Manager,1,80,6,6,5
999,41,M,19419,Divorcé(e),Consulting,Directeur Technique,2,80,21,18,16
1001,27,F,2811,Marié(e),Consulting,Consultant,9,80,4,2,2
1002,45,M,3633,Marié(e),Consulting,Consultant,1,80,9,9,8
1003,47,F,4163,Célibataire,Commercial,Cadre Commercial,1,80,9,9,0
1004,30,F,2132,Marié(e),Consulting,Assistant de Direction,4,80,7,5,2
1005,50,M,13973,Marié(e),Consulting,Tech Lead,3,80,22,12,11
1006,38,M,2684,Marié(e),Consulting,Assistant de Direction,0,80,3,2,1
1007,46,M,10845,Divorcé(e),Consulting,Tech Lead,6,80,13,8,7
1009,24,F,4377,Divorcé(e),Consulting,Tech Lead,1,80,5,4,2
1010,35,M,3743,Divorcé(e),Consulting,Consultant,1,80,5,4,2
